date,text
2022-02-24 08:19:19,"Пограничный переход Гоптовка, Харьковская область."
2022-02-24 08:20:51,На видео аэродром в Николаеве. Информация не подтверждена.
2022-02-24 08:21:43,В ГСЧС Украины сообщают об обстрелах во Львовской области .
2022-02-24 08:25:00,"️Харьков сегодня утром обстреляли из ""Смерча""."
2022-02-24 08:27:34,Крылатая ракета над Херсонской областью.
2022-02-24 08:28:45,"Последствия обстрела военного аэродрома ""Кульбакино"" в Николаеве."
2022-02-24 08:30:01,"Запуск БМ-30 ""Смерч"" от братушек из российского Белгорода в направлении Украины."
2022-02-24 08:30:34,️ Обстрел Ивано-Франковска .
2022-02-24 08:31:08,Появились танки на пограничных пунктах с Беларусью.
2022-02-24 08:33:58,"Калиновка, Винницкая область. Горит военная часть, где расположены склады с боеприпасами."
2022-02-24 08:35:43,"В ""ЛНР"" заявили, что города Счастье и станица Луганская перешли под их контроль."
2022-02-24 08:36:44,Сообщается о нападении на харьковский телецентр.
2022-02-24 08:39:13,"Умань, Черскасской области."
2022-02-24 08:40:32,"️Один человек убит, еще один ранен после обстрела в Броварах Киевской области — советник МВД Украины."
2022-02-24 08:44:10,Движение российской военной техники из временно оккупированного Крыма попало на видео.
2022-02-24 08:52:44,Еще одно обращение Зеленского. Их он будет публиковать каждый час.
2022-02-24 08:53:30,Карта ударов России по Украине. И это далеко не все.
2022-02-24 08:54:54,Горящая база ВМС Украины под Одессой.
2022-02-24 08:55:57,Россия продолжает бомбить Украину.
2022-02-24 08:59:27,️Зеленский приказал наносить ответные удары и наносить максимальный урон захватчикам.
2022-02-24 09:07:17,Порт Очакова николаевской области в огне.
2022-02-24 09:11:28,"Внимание..В сети распространяется информация о возможных отключениях мобильной связи и интернета – эта информация не соответствует действительности. Операторы и провайдеры будут продолжать предоставлять услуги гражданам...Системы оперативно-технического управления коммуникационными сетями переведены в чрезвычайный режим управления... Обращаем внимание, что могут быть перебои со связью. Это прежде всего связано с тем, что сети перегружены...Просьба совершать телефонные вызовы и обмен сообщениями в случае необходимости Если вы не можете дозвониться – совершайте обмен SMS-сообщениями."
2022-02-24 09:24:19,"ВСУ взорвали мост через реку Северский Донец. ""Информация из Счастья. ВСУ и батальон полиции Луганск -1 держит оборону. Чтоб не прошли танки взорван мост через реку Северский Донец""."
2022-02-24 09:33:31,"Антон Геращенко опубликовал последствия ракетного удара агрессора по пригороду Харькова. Как сообщается, удар был нанесен неуправляемыми ракетами Смерч. Информация о погибших и раненых уточняется."
2022-02-24 09:38:09,Геращенко запостил фейк. Это дом в российском Магнитогорске.
2022-02-24 09:39:11,"Счастье отбили ! 50 ""двухсотых"" агрессоров и уничтоженная вражеская техника."
2022-02-24 09:42:55,Калиновка Винницкой области. Горит военный склад.
2022-02-24 09:47:00,США ввели санкции против Сбербанка. Валютные операции заблокированы.
2022-02-24 09:47:42,Гордон тоже решил обратиться к украинцам.
2022-02-24 09:51:04,Оккупант Путин имеет совесть заявить.
2022-02-24 09:59:08,"""Короче, нас пое*ашили с ""Градов"". Мама, папа, я вас люблю ""..В соцсетях появилась видеозапись украинского солдата после обстрелов."
2022-02-24 09:59:28,"Банковская система будет работать и дальше, но будут введены лимиты, заявил Подоляк."
2022-02-24 10:00:43,"Госпогранслужба сообщает, что в Луганской области на рубеже Красная Таловка, Милово, Городище зашла колонны российских танков: «Враг коварно выставил в колонны автомобили белого цвета с символикой ОБСЕ. Пока на этом рубеже идут боевые действия»"
2022-02-24 10:01:41,"Информация от украинского воина. Всё под контролем, противник несет большие потери."
2022-02-24 10:17:16,"Пограничники сообщают, что российские танки, вторгаясь в населенные пункты Луганской области, выставили перед своей военной техникой автомобили с символикой ОБСЕ ."
2022-02-24 10:17:18,Обновлённая карта ударов по Украине.
2022-02-24 10:21:38,️Взрывы и стрельба на въезде в Харьков со стороны Липцев.
2022-02-24 10:23:53,"Лукашенко заявил, что белорусские войска не принимают никакого участия во вторжения в Украину. ..Охотно верим."
2022-02-24 10:26:02,"Брифинг в Офисе президента. Советник Зеленского Подоляк заявил, что брифинги будут регулярные и власть будет регулярно отчитываться о ситуации. ..Арестович заявил, что паники в руководстве страны нет, военные также сохраняют спокойствие. Экс-советник Ермака уточнил, что есть незначительное вклинивание противника: ""...на глубину до 5 км наблюдается на Севере Харьковской области, В черниговской, Ближе к Сумам. И на Волынском направлении""."
2022-02-24 10:29:15,Пограничники сообщают о вертолетной атаке без опознавательных знаков со стороны белорусской границы.
2022-02-24 10:30:15,"Министр обороны сообщил, что все, кто готов и умеет держать оружие, может его получить. Чтобы стать в ряды Сил территориальной обороны ВСУ, нужно обратиться в бригады и батальоны Сил ТрО в вашем регионе. С собой нужно иметь только паспорт."
2022-02-24 10:30:19,️ВСУ сообщает о уничтожении 50 российских оккупантов и 6 самолетов.
2022-02-24 10:31:40,Город Умань Черскасской области эвакуируют.
2022-02-24 10:34:52,"А вот и сам момент обстрела в Умани, где погиб мужчина, который ехал на велосипеде."
2022-02-24 10:38:12,"В Одессе прогремел сильный взрыв – предварительно горит металлообрабатывающий завод ""Прессмаш""."
2022-02-24 10:41:05,"На объездной дороге Харькова сожжено 4 российских танка, - Генштаб."
2022-02-24 10:44:41,Первые фото подбитой техники врага. Луганская область.
2022-02-24 10:46:58,Небо над Чугуевым Харьковской области.
2022-02-24 10:47:52,️Россия обстреливает Украину с Приднестровья.
2022-02-24 10:48:35,Очереди на заправках в Ужгороде. Улица Собранецкая. Часть автомобилей с номерными знаками других областей...В Ужгороде уже готовятся принимать внутриперемещенных лиц из других регионов.
2022-02-24 10:52:16,Очевидцы выложили видео сбитого российского самолета.
2022-02-24 11:04:55,"️В Кривом Роге объявили срочную эвакуацию жителей микрорайона ""Макулан"" (Центрально-Городской район). После ракетного удара по складам танковой бригады началось тление боеприпасов, возможны их взрывы и разлет, сообщают в пресс-службе Криворожского горсовета. На видео - удар врага по складам."
2022-02-24 11:10:35,Минск-3?..Лукашенко предложил провести российско-украинские переговоры в Минске.
2022-02-24 11:13:47,Российские оккупанты уже в Циркунах - 4 км от Харькова.
2022-02-24 11:17:35,️ Российские оккупанты подошли к острову Змеиный в Черном море и угрожают украинским пограничникам. Требуют сдаться.
2022-02-24 11:21:04,Видео первого сбитого российского самолёта.
2022-02-24 11:22:30,"️Мэр Львова Андрей Садовый предупредил: люди в красной повязке и военной камуфляжной форме, вероятно, диверсанты вражеской армии РФ ."
2022-02-24 11:26:32,"Мы вынуждены были выключить комментарии под постами на неопределенное время из-за большого наплыва ботов, постящих фейки."
2022-02-24 11:37:33,️ Зеленский выступил на брифинге и рассказал о нынешней ситуации.
2022-02-24 11:39:19,Бронетехника России под Геническом в Херсонской области. С буквой Z.
2022-02-24 11:44:38,"Поврежденное здания из Чугуева Харьковской области, где в результате обстрела погиб ребенок."
2022-02-24 11:47:15,"Путин не будет бить по гражданским объектам, потому что хочет  сохранить лояльность населения , — заявил внештатный советник главы офиса президента."
2022-02-24 11:49:56,"""Российские военные не наносят по городам Украины никаких ракетных, авиационных или артиллерийских ударов"" — заявило фашистское Минобороны России."
2022-02-24 11:55:31,Возвращен полный контроль над городами Мариуполь и Счастье .
2022-02-24 11:58:47,"Если у вас есть видео или фото передвижения оккупационных войск, то можете поделиться ними здесь"
2022-02-24 12:01:07,Мэр Харькова Терехов призывает граждан оставаться дома.
2022-02-24 12:02:49,"Все, что осталось от здания, в котором располагался 72 центр информационно-психологических операций ВСУ в Броварах под Киевом."
2022-02-24 12:08:09,Главком ВСУ Залужный: На Херсонском направлении ведутся бои .
2022-02-24 12:09:48,️ Взрывы слышны в Киеве на Левом берегу сильно и в Броварах.
2022-02-24 12:13:38,Кременчуг Полтавской области.
2022-02-24 12:19:34,Выезд из Малой Каховки Херсонской области в 11:00. Оккупационные танки с перевёрнутой Z.
2022-02-24 12:21:56,Группа оккупационных вертолетов кружат над Новой Каховкой Херсонской области.
2022-02-24 12:24:36,Оккупанты в Умане Черкасской области.
2022-02-24 12:27:39,Оккупанты в Новой Каховке Херсонской области.
2022-02-24 12:29:48,Украина остановила вражескую армию врага в Черниговской области.
2022-02-24 12:30:14,️Россия нанесла удар крылатыми ракетами по Броварам Киевской области.
2022-02-24 12:33:39,Сообщается о взрыве на Подоле в Киеве.
2022-02-24 12:37:52,Гостомель Киевской области.
2022-02-24 12:40:50,7-й самолет фашистской РФ приземлили на Луганщине .
2022-02-24 12:43:38,Попадание в склады Одессы.
2022-02-24 12:52:21,"Вышгород, Киевская область."
2022-02-24 12:56:52,Обстреляли военный городок в Гостомеле Киевской области.
2022-02-24 12:58:27,️Первые российские пленные Ямпольский мотострелковый полк.
2022-02-24 12:59:57,Наши красавчики отбили окружную Харькова! Россияне покидали технику и убегали.
2022-02-24 13:06:31,Под Гостомелем Киевской области сбили российский вертолет.
2022-02-24 13:07:12,️Гостомель атакуют более 20 вертолетов оккупантов .
2022-02-24 13:10:39,️ Еще одно видео из Гостомеля .
2022-02-24 13:12:17,"Идет бой за аэродром ""Антонов"" в Гостомеле. Нацгвардия дает отпор диверсантам."
2022-02-24 13:21:11,️ Российские оккупанты захватили Северо-Крымский канал и Каховскую ГЭС .
2022-02-24 13:24:05,РФ пошла на прорыв Киевской области.
2022-02-24 13:28:10,Подбитый российский танк по Харьковом и тела погибших российских солдат.
2022-02-24 13:29:33,"Самолёты в небе Киева. Хочется верить, что украинские."
2022-02-24 13:38:34,"Пресс-секретарь Путина заявил :  ""Путин готов провести переговоры с руководством Украины о ее нейтральном статусе и отказе от размещения вооружений в случае ответной готовности Киева"" ."
2022-02-24 13:47:38,Один из сбитых под Гостомелем российский вертолет.
2022-02-24 13:57:07,В Чернигове обстрел аэропорта. В городе воют сирены.
2022-02-24 13:58:37,"Оккупанты сбили самолет ВСУ в Киевской области между с. Жуковцы и Триполье Обуховского района. На борту находились 14 человек, 5 человек погибли. ГСЧС ликвидирует пожар."
2022-02-24 14:11:06,Как украинцы встречают оккупантов.
2022-02-24 14:17:42,"В Москве перекрыли Красную площадь, где сегодня в 19.00 должен пройти антивоенный протест — СМИ."
2022-02-24 14:22:18,Разбитый российский броневик под Харьковом.
2022-02-24 14:32:55,️ Около Вышгорода сбили вертолёт оккупантов. Парашютиста буду допрашивать.
2022-02-24 14:42:40,Закарпатский дальнобойщик снял видео с восточного фронта.
2022-02-24 14:46:47,"️ В Харьковской области оккупанты расстреляли авто с гражданскими, которые ехали навстречу и не остановились. Убита женщина, двое мужчин ранены."
2022-02-24 14:49:01,️ В Мелитополе обстреливают аэродром .
2022-02-24 14:57:51,️Гордон обратился к российским матерям.
2022-02-24 15:18:17,"Бои за Счастье и Станицу Луганскую продолжаются, населенные пункты под полным контролем ВСУ. Противник понес потери, часть военных РФ попала в плен...Оккупанты также подступили с техникой в Старобельск."
2022-02-24 15:29:11,"Главнокомандующий Залужный написал о местах, где сейчас происходят бои с Россией."
2022-02-24 15:40:09,️МВД Украины просит не верить фейкам пропагандистских СМИ про якобы отступление украинской армии. Все на своих позициях!
2022-02-24 15:43:50,"️ ВСУ начали применять турецкие беспилотники ""Байрактары"" . Остановлено наступление танков противника в районе Путивля...Видео работы наших беспилотников."
2022-02-24 15:55:11,️ Харьков начали бомбить. Люди укрываются в метро.
2022-02-24 16:20:26,В командовании Сухопутных войск сообщили об уничтожении колонны техники оккупантов с помощью ПТРК «Javelin». 15 танков Т-72 превратились в металоллом.
2022-02-24 16:27:46,"Эпическая история из Гостомеля Киевской области, где оккупанты обстреливали аэропорт. В сети есть информация, что часть техники сбили, часть смогла высадить десант. Но, (!) сами вертолеты развернулись и улетели назад, оставив русских десантников. Которых начали бить наши...Результат – брошенные россияне побежали в лес и теперь скрываются там."
2022-02-24 16:34:02,"️ Оккупанты зашли в зону Чернобыльской атомной станции, там идет бой с защитниками хранилища ядерных отходов."
2022-02-24 16:43:44,"Буча, Киевская область. Люди спустились в укрытие, слышны взрывы."
2022-02-24 16:53:59,"Мэр Киева Кличко заявил о введении в городе комендантского часа , сообщает телеканал ""Украина-24""."
2022-02-24 16:54:53,"В городах России собираются антивоенные митинги. На фото - Новосибирск. На видео - Тюмень. ..Люди скандирую ""мы за мир""."
2022-02-24 16:56:46,Ахтырка Сумской области. Ужасные последствия обстрелов.
2022-02-24 17:00:38,"""Вы пришли на нашу землю"" Женщина и русский оккупант. Геническ Херсонской области."
2022-02-24 17:09:03,"Теперь о Чернобыльской зоне заявляет Зеленский. Говорит, что ее пытаются захватить россияне, что угрожает всей Европе."
2022-02-24 17:11:13,"Блогер луганчанин Антон Птушкин, который сейчас находится в Киеве, записал обращение."
2022-02-24 17:12:22,"️Издание ""Бабель"" со ссылкой на свои источники среди военных пишет, что ВСУ вернули по свой контроль Новую Каховку и ГЭС."
2022-02-24 17:13:54,"Военкор опубликовал примерную карту боев с российскими оккупантами. Очевидно, блицкрига не удалось. Сейчас так называемая оперативная пауза, после которой либо переговоры, либо новая волна агрессии."
2022-02-24 17:17:31,"️ Генический городской голова заявил, что город оккупировали войска РФ."
2022-02-24 17:20:44,"Военные поймали ""выродка"" из Житомирской области, который работал наводчиком у агрессора."
2022-02-24 17:23:10,"«Блицкриг, который планировал Путин - накрылся медным тазом» , - защитник Юрий Гудименко из Мариуполя."
2022-02-24 17:32:33,Оккупанты оставляют такие ночные метки на дорогах. Если увидите - зарисуйте или засыпьте землей.
2022-02-24 17:45:18,"️Министерство обороны Украины сообщает о том, что бригада быстрого реагирования Национальной гвардии Украины дала сражение противнику в Гостомеле."
2022-02-24 17:45:52,"Мост возле Херсона, оккупанты с артиллерией."
2022-02-24 17:53:19,Российские оккупанты сдаются в плен целыми взводами .
2022-02-24 17:57:49,Последствия обстрела в Мелитополе Запорожской области.
2022-02-24 18:02:30,"В Запорожье замечены ""братские"" подарки от русских."
2022-02-24 18:08:30,"""Пацаны молодые, плачут, мы их не стали даже расстреливать"" , - очевидец о уничтоженной группе оккупантов под Харьковом."
2022-02-24 18:18:34,"Тем временем в России на акциях протеста против войны с Украиной. Десять ""миротворцев"" тащат в автозак старушку-блокадницу с плакатом ""Нет войне""."
2022-02-24 18:22:51,Немного разрядим обстановку.
2022-02-24 18:33:07,"""То, что происходит - вынужденная мера, нам не оставили шансов поступить иначе"" - заявил оккупант Путин."
2022-02-24 18:34:39,"""Российский десант в Гостомеле Киевской области заблокировали, отдан приказ на уничтожение"", - Зеленский"
2022-02-24 18:36:10,"️ Оккупанты подорвали дамбу под Харьковом ...Печенежский глава сообщает, что дамба на Северском Донце под Харьковом подорвана, дороги нет"
2022-02-24 18:42:46,"Известный журналист-расследователь Христо Грозев со ссылкой на правительство Украины пишет, что из Пскова в направлении Киева вылетели 18 самолётов Ил-76. С десантом. Приблизительно через час будут в Киеве. Понятно, что попытаются приземлиться либо в Борисполе, либо в Гостомеле."
2022-02-24 18:48:08,По всему миру многотысячные шествия в поддержку Украины.
2022-02-24 18:50:46,"Полиция Киева предупреждает, что будет жестко действовать в случае мародерства."
2022-02-24 18:55:02,"В Москве люди вышли на марши и скандируют: ""Нет войне!"""
2022-02-24 19:00:47,"Российские оккупанты захватили Чернобыльскую АЭС, персонал - в заложниках, сообщают в ВСУ."
2022-02-24 19:05:19,"️События в Сумах. Ситуация напряженная. В 13:00 - 15:45 шли бои за Ахтырку, сейчас слышны единичные выстрелы и движение техники. Взяты в плен 7 оккупантов и находят много убитых россиян. Украинское знамя стоит над админ зданиями. По городу движется техника РФ, но ВСУ и тероборона дает достойное сопротивление."
2022-02-24 19:08:55,"Митинг против вторжения в Украину на метро Пушкинская в Москве. ""Люди скандируют - нет войне!"" Украинцы! Звоните, пишите всем своим друзьям и знакомым в России! Просите их рассказывать всем что в Украине сейчас гибнут российские солдаты - чьи то сыновья.  .Призывайте их смотреть спутниковые телеканалы - BBC, CNN, чтобы видеть, какой ужас сейчас твориться в Украине."
2022-02-24 19:29:25,В Москве жёсткое винтилово противников войны .
2022-02-24 19:29:54,"Взятый в плен солдат 74 мотострелковой бригады ВС РФ на допросе подтвердил, что их взвод зашел в Украину со стороны Беларуси."
2022-02-24 19:36:12,"Геращенко сообщает, что на окружной города Сновск (старое название - Щорс) заглох танк - тральщик оккупантов. .Простые украинские мужчины вытащили танкистов и подожгли танк. Танкисты находятся в безопасности. К ним относятся хорошо."
2022-02-24 19:47:11,Видео из захваченной Чернобыльской АЭС.
2022-02-24 20:04:37,Санкт-Петербург. Митинг против войны в Украине.
2022-02-24 20:05:46,️На московской акции протеста против войны с Украиной молодая девушка бросила в сторону полицейских коктейль Молотова.
2022-02-24 20:10:41,"Волонтеры идентифицировали, что эта подбитая техника принадлежит 27 ОМСБр ВС РФ (в/ч 61899). Так вот почему они так к нам рвутся? С такой-то едой и формой."
2022-02-24 20:11:11,"️ В Минобороны России заявляют, что их войска ""выполнили задачи на день ""."
2022-02-24 20:18:53,В Буче рядом с Гостомелем прилетело на ж/д переезд.
2022-02-24 20:26:42,"Украинский боец, который воюет сейчас с оккупантами на Луганщине."
2022-02-24 20:57:11,️ Аэропорт Гостомель полностю под контролем украинских военных. — ВРУ.
2022-02-24 21:13:33,️ В ОП не подтвердили освобождение Гостомеля. На данный момент там идут кровавые бои.
2022-02-24 21:15:49,"""Арестуйте Путина, а не меня"" В Москве своя война против людей, которые вышли на протесты против войны с Украиной."
2022-02-24 21:17:54,"️В Энергодаре войска РФ установили гаубицы и грозятся обстрелять атомную электростанцию, — Безуглая"
2022-02-24 21:26:10,"В Воронежской области разбился самолет Ан-26, перевозивший военное имущество, экипаж погиб. Предварительная причина — отказ техники — Минобороны России."
2022-02-24 21:37:48,Упавший самолёт оккупантов на территории Воронежской области.
2022-02-24 21:38:29,"️Замминистра обороны Анна Маляр сообщает, что Сумы удалось отбить и противник отступает ."
2022-02-24 21:40:23,У консульства России в Тель-Авиве граждане РФ сжигают свои паспорта.
2022-02-24 21:44:44,Украинский боксёр-тяжеловес Александр Усик записал обращение к украинцам.
2022-02-24 21:55:34,"Те самые оккупанты, которые ещё днём сбежали в лес возле аэропорта Гостомель. Видео снято до того, как по ним отработали украинские бойцы."
2022-02-24 21:59:20,"""Россиянам никто не рад!"" Ещё один оккупант, попавшийся в руки нашим воинам."
2022-02-24 22:02:06,Оккупанты начали отступление из Сумской области - Минобороны.
2022-02-24 22:04:49,"Остров Змеиный был захвачен, связи с украинскими военными нет – ГПСУ."
2022-02-24 22:14:05,ВСУ подорвали мост через реку Оскол в селе с.Сеньково Харьковской области.
2022-02-24 22:17:35,Мелитополь под контролем Украины. Не ведитесь на фейки!
2022-02-24 22:18:09,ВСУ отбили аэропорт в Гостомеле — Арестович.
2022-02-24 22:26:37,️ Пограничники не выпускают мужчин 18-60 лет . На границе с ЕС образовались огромные очереди.
2022-02-24 22:29:53,"Дождь сообщает, что в Москве в отделах полиции водят план ""Крепость"" после задержания людей, выступающих против войны с Украиной...План «Крепость» позволяет никого не пускать (в том числе адвокатов) и не выпускать из отдела полиции. Путинская крыса начинает бояться"
2022-02-24 22:40:31,"Путин призвал Запад не выталкивать Россию из мировой экономики ...Война - это ""вынужденная мера, потому что могли риски такие для нас создать, что вообще не понятно, как наша страна существовала бы"" , заявил плешивий."
2022-02-24 22:42:49,Тем временем в метро Харькова.
2022-02-24 22:44:44,Предварительно - на фото из Гостомеля. Техника оккупантов.
2022-02-24 22:54:11,Сумы. После мощных обстрелов российского агрессора горит артучилище. Продолжается бой оккупантов с подразделениями терробороны.
2022-02-24 22:58:16,"Лондон не успокоится до тех пор, пока экономика России не будет разрушена — МИД Британии."
2022-02-24 22:59:26,"Ещё видео из Харьковского метро, которое используется в качестве бомбоубежища."
2022-02-24 23:11:31,Предположительно в районе Охтырки Сумской области.
2022-02-24 23:12:24,"️По Гостомелю все не так однозначно. Заместитель министра обороны Украины Анна Маляр : ""Активными действиями Вооруженных Сил Украины не дали высадить основные силы десанта врага в Гостомеле. Продолжается бой с передовой группой, понесшей потери после огневого поражения"" Если и наш, то пока не полностью."
2022-02-24 23:15:20,"️Генштаб ВСУ сообщает, что в Украину введены две трети доступных России батальонных тактических групп."
2022-02-24 23:20:44,А это видео из Санкт-Петербурга. Там уже задержали более 1700 человек.
2022-02-24 23:22:23,Там же в Санкт-Петербурге. Россияне начинают просыпаться. Хороший знак.
2022-02-24 23:24:59,"️ВСУ отбили автомобильный мост в Херсоне и ведут оборонительные действия, сообщает Андрей Ильенко."
2022-02-24 23:26:09,"""Путин должен знать, что у Франции тоже есть ядерное оружие"" , — Заявил Министр Франции Жан-Ив Ле Дриан."
2022-02-24 23:29:11,Так начиналась атака в Гостомеле. Сохраним для трибунала над русскими военными убийцами.
2022-02-24 23:35:56,"Киев, метро Героев Днепра."
2022-02-24 23:53:45,Бежали без сапог. Наши солдаты осматривают подбитую колонну армии оккупанта. Местонахождение неизвестно.
2022-02-24 23:58:29,"""Сейчас бои продолжаются по Дергачевскому направлению, Сумскому, Волчанскому и Купянскому. Военные не уступили позиции ни на метр, враг несет потери"" , - Руководитель Харьковской облгосадминистрации Олег Синегубов."
2022-02-25 05:09:01,"Вражеский летательный аппарат был сбит нашим ПВО и упал в Дарницком районе около дома по адресу ул. Кошица, 7а, - заявил Антон Геращенко."
2022-02-25 05:12:18,"️ ""В Киеве загорелся 9 этажный жилой дом по адресу ул. Кошица 7 а. От 4 по 9 этаж. Его тушат спасатели. Вероятно много жертв среди мирного населения!"", зявил Антон Геращенко."
2022-02-25 05:17:01,"Советник МВД Геращенко опубликовал видео с захваченными в плен российскими военными...На видео они утверждают, что ночью их подняли по тревоге якобы для учений, и они не знали, что едут на войну с Украиной."
2022-02-25 05:28:01,"Президент Франции Макрон сообщил, что звонил Путину по просьбе Зеленского. Детали разговора неизвестны."
2022-02-25 05:29:38,"Ещё видео разрушений дома в Киеве. По предварительным данным, трое раненых, один из них в тяжелом состоянии."
2022-02-25 05:45:22,"️Президент Франции Макрон принял решение об экономической помощи для Украины в размере 1,2 млрд евро"
2022-02-25 05:55:32,Просто вышел покурить на балкон и снял ракетную атаку на Киев.
2022-02-25 05:58:44,Так выглядят маяки наведения ракет. Увидели - сломали!
2022-02-25 06:06:13,"Украинские врачи оказывают медицинскую помощь пленному оккупанту, сдавшемуся ВСУ. Но российские пропагандисты все равно скажут, что это ""бандеры пытают русского солдата""."
2022-02-25 06:18:54,️ В Киеве и Ровно слышны взрывы.
2022-02-25 06:24:54,"️Через Чернобыльскую зону на Киев идут российские танки. Чтобы их остановить, украинским военным пришлось подорвать мост у пгт Иванков."
